method,n,snr_gain_mean,snr_gain_std,amp_ratio_mean,amp_ratio_std,delay_s_mean,delay_s_std,psd_1_5_mean,psd_1_5_std,psd_5_10_mean,psd_5_10_std,psd_10_20_mean,psd_10_20_std
exp5_p0_seed42_e010,25,-1.7287289965903243,5.673174964052394,0.43176179969486644,0.19044535677298036,-0.28133333333333327,0.9650483004607708,5.247732743555658,4.919835696499583,0.5327549296309476,8.090825610821256,6.202087431463497,7.589920568334686
exp5_p0_seed42_e011,25,-1.0188521133320783,5.736651843764905,0.44309138916088175,0.20337904944937077,-0.021333333333333315,1.1447029697213549,5.598237586397013,4.730184316038227,0.7294229818844604,8.051246797815615,6.706295078676893,7.0884864383658375
exp5_p0_seed42_e012,25,-2.9662906339321142,7.654841291298314,0.4815941616583923,0.21219328797900508,0.024545454545454506,1.1067426705621208,3.296446484536444,7.028139662590131,-1.084221196983772,9.502978793881487,4.958739772584127,9.38266685030799
exp5_p0_seed42_e013,25,-0.29050039493866175,5.216127974683889,0.3242508315239552,0.16699117884011314,0.21,0.9430601783555491,5.904584570842047,6.775391545536213,1.46132853424745,9.405703682789225,7.89945220853976,8.973415769511238
exp5_p0_seed42_e014,25,2.337997384078155,5.941122033795734,0.24930657456886984,0.18743876236727194,0.49411764705882355,0.8141979729158911,7.661698659962095,6.76909818911979,3.4237353306795053,8.896850223039534,9.34471272005268,9.223474658391835
exp5_p0_seed42_e015,25,1.5058457406829138,5.959781393978832,0.2716845016111504,0.19808144391629703,0.07944444444444443,1.0974134854396,7.491262234774769,7.1268261983038155,3.347813957717264,9.237466059284493,9.727538550138526,9.262843364317023
exp5_p0_seed42_e016,25,-0.8350616171012523,6.7450338236229825,0.31450169440799397,0.2420693191998427,-0.11850000000000001,1.0903269005211234,7.669524839660138,7.171957378893862,3.488163538801473,9.565145193523511,9.900811367758592,9.779863188223159
exp5_p0_seed42_e017,25,-1.1097973820381943,6.209142515216536,0.2664737833323713,0.21839789409704224,-0.010000000000000054,1.073634015854565,9.072623737773108,7.724473172773706,4.9704823605105695,9.929461197926559,10.968976026171129,10.875909791887501
exp5_p0_seed42_e018,25,-0.14396104834020831,6.6115091319756605,0.26417477715174753,0.23611036655239903,0.08750000000000002,0.9006004941148988,11.276029653101421,7.870481701916655,6.430204037497168,10.662140843735687,12.241088496096195,10.62798018266188
exp5_p0_seed42_e019,25,0.13929266657398237,6.089873385134427,0.2654072334842466,0.27021649496583505,0.04421052631578946,0.9640938794071091,10.606830702818327,7.574704390811228,5.926193693302134,10.415975661885762,11.877843309381685,10.375713675445683
exp5_p0_seed42_e020,25,-0.2708852250379308,6.301512139625427,0.23396003869236323,0.19804906451534782,0.27375,0.9242353258234615,11.949750567082251,7.086436165074431,6.37802048890018,9.891355742025409,11.403741937656125,9.87295109406564
