case_id,event_template,station_template,noise_files,station_noise,onset_s,target_snr_db,method,background_suppression_db,output_vs_clean_snr,amp_ratio_clean,lag_s,corr_z
10,AM.R0BD5.event.20260418T212920.mseed,R0BD5,AM.R2004.noise.20250609T031408.mseed;AM.R24AE.noise.20250607T091120.mseed;AM.RAB7F.noise.20250625T194145.mseed,R2004,19.65,-5.0,p01_e07,6.305516994972885,-2.3512921734473164,1.7339944532165095,0.24,0.11857627288833007
10,AM.R0BD5.event.20260418T212920.mseed,R0BD5,AM.R2004.noise.20250609T031408.mseed;AM.R24AE.noise.20250607T091120.mseed;AM.RAB7F.noise.20250625T194145.mseed,R2004,19.65,-5.0,p05_e16,6.405090138688245,-2.246356326677038,2.0021142081401297,0.58,0.12301629335699789
11,AM.R0BD5.event.20260418T212920.mseed,R0BD5,AM.R2004.noise.20250609T031408.mseed;AM.R24AE.noise.20250607T091120.mseed;AM.RAB7F.noise.20250625T194145.mseed,R2004,19.65,0.0,Noisy,-1.0916186921383896e-12,1.947782250133723e-07,2.057583665942644,0.0,0.48266775928581274
11,AM.R0BD5.event.20260418T212920.mseed,R0BD5,AM.R2004.noise.20250609T031408.mseed;AM.R24AE.noise.20250607T091120.mseed;AM.RAB7F.noise.20250625T194145.mseed,R2004,19.65,0.0,Bandpass,0.16709482211459623,0.019231564098250064,2.0066679259736464,0.0,0.4658203088947741
11,AM.R0BD5.event.20260418T212920.mseed,R0BD5,AM.R2004.noise.20250609T031408.mseed;AM.R24AE.noise.20250607T091120.mseed;AM.RAB7F.noise.20250625T194145.mseed,R2004,19.65,0.0,Wiener_blind,0.01706165961398555,-0.007678323343741387,2.0571817608196037,0.0,0.47545978700907665
11,AM.R0BD5.event.20260418T212920.mseed,R0BD5,AM.R2004.noise.20250609T031408.mseed;AM.R24AE.noise.20250607T091120.mseed;AM.RAB7F.noise.20250625T194145.mseed,R2004,19.65,0.0,Wiener_oracle,13.645888021408979,8.816048527666556,0.8180043584902051,0.0,0.8678554538504288
11,AM.R0BD5.event.20260418T212920.mseed,R0BD5,AM.R2004.noise.20250609T031408.mseed;AM.R24AE.noise.20250607T091120.mseed;AM.RAB7F.noise.20250625T194145.mseed,R2004,19.65,0.0,p0_e06,6.374246518950607,-0.3024257910853107,0.918138760008946,0.51,0.11674072987332615
11,AM.R0BD5.event.20260418T212920.mseed,R0BD5,AM.R2004.noise.20250609T031408.mseed;AM.R24AE.noise.20250607T091120.mseed;AM.RAB7F.noise.20250625T194145.mseed,R2004,19.65,0.0,p01_e07,6.105781784037244,-0.6995979270440504,0.9921078679793137,0.24,0.13418438115191364
11,AM.R0BD5.event.20260418T212920.mseed,R0BD5,AM.R2004.noise.20250609T031408.mseed;AM.R24AE.noise.20250607T091120.mseed;AM.RAB7F.noise.20250625T194145.mseed,R2004,19.65,0.0,p05_e16,6.325640864287539,-0.5696379480691739,1.0972449893260483,0.25,0.136591726588757
12,AM.R0BD5.event.20260418T212920.mseed,R0BD5,AM.R2004.noise.20250609T031408.mseed;AM.R24AE.noise.20250607T091120.mseed;AM.RAB7F.noise.20250625T194145.mseed,R2004,19.65,5.0,Noisy,-1.9411911901719836e-12,4.999999723683054,1.484992547388941,0.0,0.7031819397475783
12,AM.R0BD5.event.20260418T212920.mseed,R0BD5,AM.R2004.noise.20250609T031408.mseed;AM.R24AE.noise.20250607T091120.mseed;AM.RAB7F.noise.20250625T194145.mseed,R2004,19.65,5.0,Bandpass,0.16709632962691578,4.806912671713749,1.4550647065241105,0.0,0.6842012665391962
12,AM.R0BD5.event.20260418T212920.mseed,R0BD5,AM.R2004.noise.20250609T031408.mseed;AM.R24AE.noise.20250607T091120.mseed;AM.RAB7F.noise.20250625T194145.mseed,R2004,19.65,5.0,Wiener_blind,0.007708097909136209,4.995322728267981,1.47046083896766,0.0,0.700682956662277
